accession,symbol,description,log2FC,pval,padj
P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens OX=9606 GN=ALDH18A1 PE=1 SV=2,-0.07786380218759037,0.015640126623174506,0.03048718078786257
Q9NW08,POLR3B,DNA-directed RNA polymerase III subunit RPC2 OS=Homo sapiens OX=9606 GN=POLR3B PE=1 SV=2,-0.0917889110703447,0.01572929714275962,0.030651963662813617
Q05932,FPGS,"Folylpolyglutamate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=FPGS PE=1 SV=3",-0.08969821031147818,0.015734798906104033,0.030653650667990532
Q96RT7,TUBGCP6,Gamma-tubulin complex component 6 OS=Homo sapiens OX=9606 GN=TUBGCP6 PE=1 SV=3,0.11285375885517546,0.01577479815083254,0.030722522937645
Q9Y679,AUP1,Ancient ubiquitous protein 1 OS=Homo sapiens OX=9606 GN=AUP1 PE=1 SV=2,-0.08234680598229216,0.015810247366658366,0.03078249575628537
Q16633,POU2AF1,POU domain class 2-associating factor 1 OS=Homo sapiens OX=9606 GN=POU2AF1 PE=1 SV=1,0.10087705538521344,0.0158279316910557,0.03080785526678254
Q9P1W3,TMEM63C,Calcium permeable stress-gated cation channel 1 OS=Homo sapiens OX=9606 GN=TMEM63C PE=2 SV=1,0.17396713922467422,0.01586214833251553,0.03086536926856759
Q8IXI2,RHOT1,Mitochondrial Rho GTPase 1 OS=Homo sapiens OX=9606 GN=RHOT1 PE=1 SV=2,0.09062063192274711,0.01588743870177418,0.03090548534749364
P10909,CLU,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1,-0.17491774153479156,0.015892942576373404,0.03090709891617087
O14828,SCAMP3,Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3,0.13261201550193125,0.0159451106953161,0.030999433083631296
Q96JP5,ZFP91,E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens OX=9606 GN=ZFP91 PE=1 SV=1,0.20783694356458127,0.016011991957494844,0.03112030888387887
P18615,NELFE,Negative elongation factor E OS=Homo sapiens OX=9606 GN=NELFE PE=1 SV=3,0.062326061840980884,0.01608193347026697,0.031247059684221336
Q86SZ2,TRAPPC6B,Trafficking protein particle complex subunit 6B OS=Homo sapiens OX=9606 GN=TRAPPC6B PE=1 SV=1,0.16846171761505668,0.016160975581692615,0.0313894862449326
P62380,TBPL1,TATA box-binding protein-like protein 1 OS=Homo sapiens OX=9606 GN=TBPL1 PE=1 SV=1,-0.1826499108339945,0.016169367743262733,0.0313894862449326
Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,0.0495465066351386,0.016169478244138,0.0313894862449326
Q99504,EYA3,Eyes absent homolog 3 OS=Homo sapiens OX=9606 GN=EYA3 PE=1 SV=3,-0.19707785317102589,0.016176878224954554,0.03139463423052525
Q9UPU5,USP24,Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3,0.03058610097378267,0.016194197728970294,0.03141902446712194
Q68DK2,ZFYVE26,Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=3,-0.18172367915672538,0.016204845922179415,0.03143046090860965
Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3,0.12114954045083248,0.016218322845520095,0.03144737555852752
Q9HCL2,GPAM,"Glycerol-3-phosphate acyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GPAM PE=1 SV=3",0.24174447106785557,0.016224666593535584,0.03145045309775939
Q6DD87,ZNF787,Zinc finger protein 787 OS=Homo sapiens OX=9606 GN=ZNF787 PE=1 SV=4,0.07972680234635876,0.016263702163443066,0.031516881214737856
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3,-0.02406878252689637,0.016269677666085943,0.0315192231843423
Q14166,TTLL12,Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2,0.062039666749075906,0.01639423531313655,0.031751225509800494
Q14498,RBM39,RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2,-0.06691377922365094,0.01640437181889908,0.03175300625280429
O60906,SMPD2,Sphingomyelin phosphodiesterase 2 OS=Homo sapiens OX=9606 GN=SMPD2 PE=1 SV=2,0.22016413106909116,0.016404759431273362,0.03175300625280429
Q9UPQ9,TNRC6B,Trinucleotide repeat-containing gene 6B protein OS=Homo sapiens OX=9606 GN=TNRC6B PE=1 SV=4,0.10953491884689426,0.01642750116603231,0.031787719552181924
Q9UIL1,SCOC,Short coiled-coil protein OS=Homo sapiens OX=9606 GN=SCOC PE=1 SV=2,-0.17895116120725874,0.01646910198566208,0.03185889477156163
P49757,NUMB,Protein numb homolog OS=Homo sapiens OX=9606 GN=NUMB PE=1 SV=2,0.13148222631156026,0.016489324811209682,0.031882827885786974
Q969M3,YIPF5,Protein YIPF5 OS=Homo sapiens OX=9606 GN=YIPF5 PE=1 SV=1,0.10907371013090772,0.016491117871958783,0.031882827885786974
O94915,FRYL,Protein furry homolog-like OS=Homo sapiens OX=9606 GN=FRYL PE=1 SV=2,-0.050598504529622446,0.016501002936038633,0.031888497152218385
O76062,TM7SF2,Delta(14)-sterol reductase TM7SF2 OS=Homo sapiens OX=9606 GN=TM7SF2 PE=1 SV=3,0.18716451044891258,0.016503695894569168,0.031888497152218385
Q93096,PTP4A1,Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens OX=9606 GN=PTP4A1 PE=1 SV=2,0.1314725140277213,0.01651130149719328,0.03189387248011743
Q9H0A8,COMMD4,COMM domain-containing protein 4 OS=Homo sapiens OX=9606 GN=COMMD4 PE=1 SV=1,-0.04967975739888697,0.01669273031143542,0.032229846656033255
Q9NQZ5,STARD7,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2",-0.1302772366384406,0.016694982576665744,0.032229846656033255
Q8WV74,NUDT8,Nucleoside diphosphate-linked moiety X motif 8 OS=Homo sapiens OX=9606 GN=NUDT8 PE=1 SV=2,0.03834186547313104,0.01670814967443363,0.0322425016875713
O75648,TRMU,Mitochondrial tRNA-specific 2-thiouridylase 1 OS=Homo sapiens OX=9606 GN=TRMU PE=1 SV=2,0.08758717534364369,0.016711290575212773,0.0322425016875713
Q6P4F7,ARHGAP11A,Rho GTPase-activating protein 11A OS=Homo sapiens OX=9606 GN=ARHGAP11A PE=1 SV=2,-0.29024433276469264,0.01673538002280256,0.03227956030069152
Q9Y3I0,RTCB,RNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1,0.08174100010618668,0.016865286069117812,0.032520639104405655
Q6ZMK1,CYHR1,Cysteine and histidine-rich protein 1 OS=Homo sapiens OX=9606 GN=CYHR1 PE=1 SV=2,0.28497577268485363,0.01688528600457204,0.03254971167995053
Q9H0L4,CSTF2T,Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1,0.10190918350108427,0.01696089756890485,0.032682032013504995
P26583,HMGB2,High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2,0.31263562745488205,0.016963813350022557,0.032682032013504995
Q9BRT2,UQCC2,Ubiquinol-cytochrome-c reductase complex assembly factor 2 OS=Homo sapiens OX=9606 GN=UQCC2 PE=1 SV=1,0.06460018620978905,0.01707769366401118,0.032891846928762576
Q96N66,MBOAT7,Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2,0.10150755943953627,0.017109337374814945,0.03294319706531055
Q9H840,GEMIN7,Gem-associated protein 7 OS=Homo sapiens OX=9606 GN=GEMIN7 PE=1 SV=1,0.10697279682962701,0.017135887556321845,0.03298471281583698
Q9NQV6,PRDM10,PR domain zinc finger protein 10 OS=Homo sapiens OX=9606 GN=PRDM10 PE=1 SV=3,0.12660194566855676,0.017226111965932458,0.03314873466785373
Q9HCE5,METTL14,N6-adenosine-methyltransferase non-catalytic subunit OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2,0.13113332022210317,0.017332518245461316,0.033343791282801925
Q96SB3,PPP1R9B,Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3,0.14598568090844805,0.017344888430208028,0.033356517812981594
Q96BP2,CHCHD1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHCHD1 PE=1 SV=1,0.1447170191479037,0.017349223345257667,0.033356517812981594
O15066,KIF3B,Kinesin-like protein KIF3B OS=Homo sapiens OX=9606 GN=KIF3B PE=1 SV=1,-0.030322015902431915,0.017360679030190975,0.03336884004291358
Q969H8,MYDGF,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,0.10600231100350066,0.01736684431743423,0.03337098942949002
O94888,UBXN7,UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2,-0.07087502818304259,0.01741027748564093,0.03344195805366242
Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11 OS=Homo sapiens OX=9606 GN=CNOT11 PE=1 SV=1,-0.1013066375284346,0.017418491428955917,0.03344195805366242
P27449,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens OX=9606 GN=ATP6V0C PE=1 SV=1,0.2750539968540986,0.017418950928132698,0.03344195805366242
Q99879,H2BC14,Histone H2B type 1-M OS=Homo sapiens OX=9606 GN=H2BC14 PE=1 SV=3,0.1971054393786451,0.017429013886455992,0.033451564533308276
P62875,POLR2L,"DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Homo sapiens OX=9606 GN=POLR2L PE=1 SV=1",-0.05855321742462277,0.017440238315887636,0.03346339400599218
O15234,CASC3,Protein CASC3 OS=Homo sapiens OX=9606 GN=CASC3 PE=1 SV=2,0.07687704591046862,0.017582125490369548,0.03372585255071756
O75787,ATP6AP2,Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2,-0.08512811343949556,0.017688327692218203,0.03391972816152748
Q9BPY3,FAM118B,Protein FAM118B OS=Homo sapiens OX=9606 GN=FAM118B PE=1 SV=1,0.05995467639145191,0.017699074095175384,0.033930495192026566
Q7L099,RUFY3,Protein RUFY3 OS=Homo sapiens OX=9606 GN=RUFY3 PE=1 SV=1,0.07437263680977324,0.0177102864595785,0.03394214900600957
O96005,CLPTM1,Cleft lip and palate transmembrane protein 1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1,0.034577614088766806,0.01773850858029091,0.03398439890719447
P16333,NCK1,Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1,-0.03911853606340987,0.01774261116570407,0.03398439890719447
P12268,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2,0.03350566235649044,0.017751989627061905,0.03399251532410464
P10253,GAA,Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4,0.12883389716499108,0.0177837027210895,0.034043382279051466
P20292,ALOX5AP,Arachidonate 5-lipoxygenase-activating protein OS=Homo sapiens OX=9606 GN=ALOX5AP PE=1 SV=2,0.24482326603260302,0.01781437560436668,0.034092229087141095
Q9BSL1,UBAC1,Ubiquitin-associated domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBAC1 PE=1 SV=1,0.10753192062537553,0.017826422701992733,0.03410541287777082
Q5JPH6,EARS2,"Probable glutamate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=EARS2 PE=1 SV=2",0.07714005662910761,0.017836113006112913,0.03411408134116823
O00487,PSMD14,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,-0.06535151854082955,0.017847572106710414,0.03411874059633122
Q53F19,NCBP3,Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,0.04450357596782961,0.017848869286556216,0.03411874059633122
Q86YT6,MIB1,E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens OX=9606 GN=MIB1 PE=1 SV=1,-0.14446693345449968,0.01788083412634292,0.03416996394317323
P04179,SOD2,"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3",0.10188237682764506,0.017948285066684423,0.0342889514189302
P47224,RABIF,Guanine nucleotide exchange factor MSS4 OS=Homo sapiens OX=9606 GN=RABIF PE=1 SV=2,-0.21918018634000358,0.017961137356340067,0.034303593356476175
Q96T23,RSF1,Remodeling and spacing factor 1 OS=Homo sapiens OX=9606 GN=RSF1 PE=1 SV=2,-0.03768406259888657,0.017976382439201143,0.03432279546289286
P35080,PFN2,Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3,0.19693305718447507,0.01801183111263491,0.03437471233529124
P46019,PHKA2,"Phosphorylase b kinase regulatory subunit alpha, liver isoform OS=Homo sapiens OX=9606 GN=PHKA2 PE=1 SV=1",0.05253347013869339,0.01801397130093529,0.03437471233529124
Q13242,SRSF9,Serine/arginine-rich splicing factor 9 OS=Homo sapiens OX=9606 GN=SRSF9 PE=1 SV=1,0.0648482910726158,0.018024120146451366,0.03437811247596105
O43660,PLRG1,Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1,-0.059685304380242776,0.01802615183819676,0.03437811247596105
Q8IZ52,CHPF,Chondroitin sulfate synthase 2 OS=Homo sapiens OX=9606 GN=CHPF PE=1 SV=2,-0.26926782824224293,0.018089280949291946,0.034488559872179456
Q9NYL9,TMOD3,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,-0.06429128763598224,0.01810977907124855,0.03450848675268867
Q96Q11,TRNT1,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2",0.05842796440203141,0.01811017075496517,0.03450848675268867
Q8WY91,THAP4,THAP domain-containing protein 4 OS=Homo sapiens OX=9606 GN=THAP4 PE=1 SV=2,0.20189827527377968,0.018138684904232996,0.03455286216847841
O00178,GTPBP1,GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3,0.05259480347156903,0.018238483184647176,0.03472305668211129
Q8WY54,PPM1E,Protein phosphatase 1E OS=Homo sapiens OX=9606 GN=PPM1E PE=1 SV=3,0.18089897673804967,0.018238532343764748,0.03472305668211129
Q6N075,MFSD5,Molybdate-anion transporter OS=Homo sapiens OX=9606 GN=MFSD5 PE=1 SV=2,0.11440479692938199,0.01827623979753653,0.0347848294592146
A6NFI3,ZNF316,Zinc finger protein 316 OS=Homo sapiens OX=9606 GN=ZNF316 PE=1 SV=1,0.1310102038721701,0.018342236642802864,0.034900393865384904
Q4ZIN3,TMEM259,Membralin OS=Homo sapiens OX=9606 GN=TMEM259 PE=1 SV=1,-0.2677161338310081,0.018421266139846574,0.03504068231204417
P30533,LRPAP1,Alpha-2-macroglobulin receptor-associated protein OS=Homo sapiens OX=9606 GN=LRPAP1 PE=1 SV=1,-0.16068785612823455,0.018428202417096664,0.03504379476038054
P62333,PSMC6,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,-0.08193240099455279,0.01846526111058132,0.03510417092097864
Q9NRP0,OSTC,Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1,0.18056994427143663,0.01850765165201827,0.03516530844377017
Q9H9J4,USP42,Ubiquitin carboxyl-terminal hydrolase 42 OS=Homo sapiens OX=9606 GN=USP42 PE=1 SV=3,-0.1877114700747271,0.01850805707566851,0.03516530844377017
Q9UF11,PLEKHB1,Pleckstrin homology domain-containing family B member 1 OS=Homo sapiens OX=9606 GN=PLEKHB1 PE=1 SV=1,0.1109433935537043,0.018516302462984694,0.03517086810837541
Q53RE8,ANKRD39,Ankyrin repeat domain-containing protein 39 OS=Homo sapiens OX=9606 GN=ANKRD39 PE=1 SV=1,-0.1697745699344697,0.01857849806440104,0.03527887110908089
Q8N0Z6,TTC5,Tetratricopeptide repeat protein 5 OS=Homo sapiens OX=9606 GN=TTC5 PE=1 SV=2,0.12259857694759219,0.018603954869774765,0.035317068503861834
Q6P2H3,CEP85,Centrosomal protein of 85 kDa OS=Homo sapiens OX=9606 GN=CEP85 PE=1 SV=1,-0.07502438679694601,0.018623319306946617,0.03534368176163347
Q14088,RAB33A,Ras-related protein Rab-33A OS=Homo sapiens OX=9606 GN=RAB33A PE=1 SV=2,-0.12336581409065706,0.018635096190827177,0.03535180155930152
Q9NYY8,FASTKD2,"FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1",-0.1516221064568114,0.01863829102173701,0.03535180155930152
Q9H3K2,GHITM,Growth hormone-inducible transmembrane protein OS=Homo sapiens OX=9606 GN=GHITM PE=1 SV=2,-0.13079708176232163,0.018673024048910254,0.035407523662573735
Q9H0B6,KLC2,Kinesin light chain 2 OS=Homo sapiens OX=9606 GN=KLC2 PE=1 SV=1,-0.040193371952345125,0.01871505462570466,0.0354770473581305
O43427,FIBP,Acidic fibroblast growth factor intracellular-binding protein OS=Homo sapiens OX=9606 GN=FIBP PE=1 SV=3,-0.07812777373429736,0.018740026810005642,0.035511706366547754
Q96G91,P2RY11,P2Y purinoceptor 11 OS=Homo sapiens OX=9606 GN=P2RY11 PE=2 SV=2,-0.1053071982397551,0.018744079736728925,0.035511706366547754
Q9UMZ2,SYNRG,Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2,0.0499386939294304,0.018763586527310437,0.03553848012563065
Q9BZZ2,SIGLEC1,Sialoadhesin OS=Homo sapiens OX=9606 GN=SIGLEC1 PE=1 SV=2,-0.19437882825764796,0.018829707635659134,0.035653501399478295
Q8IU81,IRF2BP1,Interferon regulatory factor 2-binding protein 1 OS=Homo sapiens OX=9606 GN=IRF2BP1 PE=1 SV=1,0.24803047872489703,0.018856380268830665,0.03569378366375847
O75592,MYCBP2,E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4,0.0308693655550476,0.018881329835042024,0.035730782160646214
Q6GPH6,ITPRIPL1,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1 OS=Homo sapiens OX=9606 GN=ITPRIPL1 PE=1 SV=1",-0.14396325811528676,0.018889157209617532,0.03573536694420347
Q14117,DPYS,Dihydropyrimidinase OS=Homo sapiens OX=9606 GN=DPYS PE=1 SV=1,0.21229531097198828,0.019031760956617905,0.035978820684603535
P02656,APOC3,Apolipoprotein C-III OS=Homo sapiens OX=9606 GN=APOC3 PE=1 SV=1,0.2132929894166633,0.01903276745658725,0.035978820684603535
A4D1P6,WDR91,WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2,0.1252031066185252,0.01903416738577483,0.035978820684603535
Q9BYD1,MRPL13,"39S ribosomal protein L13, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL13 PE=1 SV=1",0.06227461867056494,0.019048264490206378,0.03599517713896672
O60907,TBL1X,F-box-like/WD repeat-containing protein TBL1X OS=Homo sapiens OX=9606 GN=TBL1X PE=1 SV=3,0.14867571119660727,0.019146030858517935,0.03616958743900588
O95970,LGI1,Leucine-rich glioma-inactivated protein 1 OS=Homo sapiens OX=9606 GN=LGI1 PE=1 SV=1,-0.20982893087846,0.019153506532844835,0.03617337480581835
Q32P28,P3H1,Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,-0.0529309888839572,0.019207609626637544,0.036265195560059235
Q6P2P2,PRMT9,Protein arginine N-methyltransferase 9 OS=Homo sapiens OX=9606 GN=PRMT9 PE=1 SV=1,-0.04428061197447719,0.01922005070413379,0.03627832579381462
Q96ED9,HOOK2,Protein Hook homolog 2 OS=Homo sapiens OX=9606 GN=HOOK2 PE=1 SV=3,0.16649097764003784,0.019240058695849837,0.03630572719662076
Q76FK4,NOL8,Nucleolar protein 8 OS=Homo sapiens OX=9606 GN=NOL8 PE=1 SV=1,-0.08029471550764722,0.01924949248725621,0.03631316528551728
Q9NU23,LYRM2,LYR motif-containing protein 2 OS=Homo sapiens OX=9606 GN=LYRM2 PE=1 SV=1,0.09505461937428705,0.0192658536636022,0.03633366355497369
P36954,POLR2I,DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens OX=9606 GN=POLR2I PE=1 SV=1,0.12174280386708203,0.019275000026458794,0.036340547526360296
Q03188,CENPC,Centromere protein C OS=Homo sapiens OX=9606 GN=CENPC PE=1 SV=2,-0.03953121937055337,0.019307293573067073,0.03639105618732026
O00762,UBE2C,Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1,-0.7138547465860445,0.019341928499140675,0.036445947915736146
Q27J81,INF2,Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2,-0.05224167800826207,0.019522841579660687,0.03677636140305312
Q5K651,SAMD9,Sterile alpha motif domain-containing protein 9 OS=Homo sapiens OX=9606 GN=SAMD9 PE=1 SV=1,0.11242908167272214,0.019557446703809583,0.036831055997034734
P13747,HLA-E,"HLA class I histocompatibility antigen, alpha chain E OS=Homo sapiens OX=9606 GN=HLA-E PE=1 SV=4",0.09327678790973515,0.019579209529784213,0.03686154140402427
O43290,SART1,U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,-0.06880314121358211,0.019613780746084594,0.03691611679280141
Q15007,WTAP,Pre-mRNA-splicing regulator WTAP OS=Homo sapiens OX=9606 GN=WTAP PE=1 SV=2,-0.11483454297718865,0.019678537116545203,0.03702745800073901
Q8NF37,LPCAT1,Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2,0.0758535528557005,0.019693671151786423,0.037045392220657704
O95684,FGFR1OP,FGFR1 oncogene partner OS=Homo sapiens OX=9606 GN=FGFR1OP PE=1 SV=1,-0.04404624263290269,0.019772836316171914,0.03717381959127906
Q6ZWB6,KCTD8,BTB/POZ domain-containing protein KCTD8 OS=Homo sapiens OX=9606 GN=KCTD8 PE=1 SV=1,0.21685046325322466,0.019773188672493714,0.03717381959127906
Q9Y4X5,ARIH1,E3 ubiquitin-protein ligase ARIH1 OS=Homo sapiens OX=9606 GN=ARIH1 PE=1 SV=2,0.04194574367951143,0.01983803547845412,0.0372851309219837
O43303,CCP110,Centriolar coiled-coil protein of 110 kDa OS=Homo sapiens OX=9606 GN=CCP110 PE=1 SV=3,0.10531563067584782,0.019868638447190543,0.03733203677545435
Q9Y4E6,WDR7,WD repeat-containing protein 7 OS=Homo sapiens OX=9606 GN=WDR7 PE=1 SV=2,-0.08238819784327545,0.019874438532405822,0.037332326015985025
Q13555,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=4,0.16634850140857232,0.019892887885362306,0.03735636884351479
O75223,GGCT,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1,0.086736551546025,0.019914440974851934,0.037386224794355764
Q6JBY9,RCSD1,CapZ-interacting protein OS=Homo sapiens OX=9606 GN=RCSD1 PE=1 SV=1,0.07018508458284689,0.020006010657241394,0.037547471605359095
Q9HAF1,MEAF6,Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1,-0.06653821506013013,0.020065156989322586,0.037647791717764174
P00734,F2,Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2,0.1448187043003788,0.020082243968108357,0.03766916230273261
P48059,LIMS1,LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens OX=9606 GN=LIMS1 PE=1 SV=4,0.06814162691005388,0.020097221567185502,0.037686565230354664
O75531,BANF1,Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1,0.07080345254127662,0.02011847361467101,0.03771572087899198
Q04760,GLO1,Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4,0.10199024847190685,0.020162147161568687,0.03778688124498077
P06340,HLA-DOA,"HLA class II histocompatibility antigen, DO alpha chain OS=Homo sapiens OX=9606 GN=HLA-DOA PE=1 SV=1",0.48128785139078867,0.020198240244574745,0.0378437983839978
A8MT69,CENPX,Centromere protein X OS=Homo sapiens OX=9606 GN=CENPX PE=1 SV=1,-0.26470571206486415,0.02024273262948214,0.037916415905420935
Q7LBC6,KDM3B,Lysine-specific demethylase 3B OS=Homo sapiens OX=9606 GN=KDM3B PE=1 SV=2,0.07624921395930384,0.02025483944803087,0.037928348465131725
